,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
3971,0.41,0.627,-4.343,0.0635,0.553,0.0,0.191,0.64,109.322,6m7W7XwChE0ogT0uevN21x,132180
3972,0.826,0.915,-2.86,0.0418,0.0792,0.000134,0.236,0.696,115.012,1yQeP1pq8THB30XIMOgdzK,160731
3973,0.779,0.715,-9.235,0.0402,0.0923,0.0821,0.0516,0.656,113.018,0YW9Z4KplVQfaFyw75CLJz,207212
3974,0.761,0.702,-7.973,0.0503,0.0375,0.0253,0.155,0.682,99.99,2QdqML21AFaQPWxmhuv1KW,196000
3975,0.682,0.633,-6.213,0.239,0.307,0.0328,0.112,0.601,123.259,65v99AWZyNz3aRmfrT2I7N,153946
3976,0.616,0.529,-6.62,0.102,0.389,0.35,0.102,0.714,93.808,3IzBeYT0GyvpPMTlppy5qr,194116
3977,0.848,0.697,-7.175,0.0636,0.114,0.0146,0.0525,0.889,115.05,3nTzEDC9sTD0YsC9C7osnN,162783
3978,0.861,0.588,-8.861,0.243,0.00913,0.0,0.0591,0.705,111.995,5FtWjKVBTMklN2yCP9UhF6,210000
3979,0.79,0.503,-6.851,0.16,0.462,0.0,0.0826,0.303,101.94,4FkPbsOlsZLkVuiJ0v1qij,154410
3980,0.703,0.674,-7.185,0.079,0.636,0.468,0.103,0.592,97.021,6hyTI3In7vu6fqFRoypcuz,210347
3981,0.788,0.913,-4.495,0.0671,0.243,0.0689,0.272,0.672,99.994,4MzOppXoeKvDsVaNMeOK3C,196800
3982,0.638,0.724,-5.616,0.193,0.0982,4.55e-05,0.0706,0.744,67.755,0mb1o4mFhrcPHivtlVNCGD,214061
3983,0.789,0.508,-7.498,0.151,0.617,0.0,0.0932,0.466,94.991,0rkpKiWmsAs2VApWKJQRuY,181557
3984,0.541,0.504,-7.068,0.111,0.0249,0.0484,0.221,0.742,130.178,3Nx9nMHMFgkeF8xpVk1Ev0,117551
3985,0.494,0.639,-9.569,0.193,0.629,2.29e-06,0.533,0.525,110.935,40EW8vIvgJL7FXHTGO9QiX,144927
3986,0.773,0.526,-11.858,0.0809,0.579,0.00297,0.169,0.813,99.989,0lWW0X74IvjNlgY5glykvY,227328
3987,0.247,0.299,-6.083,0.0315,0.899,0.0,0.131,0.172,177.115,35ovElsgyAtQwYPYnZJECg,196520
3988,0.608,0.58,-8.242,0.248,0.482,5.1e-06,0.353,0.391,102.116,6WavyUNdnJk9SRW7ko9ack,131765
3989,0.846,0.508,-7.873,0.308,0.475,0.000126,0.0961,0.567,126.447,4A7sSA10D35HQUNrSOl5Zo,204440
3990,0.546,0.611,-9.459,0.172,0.484,0.00149,0.101,0.749,104.059,4lVEVXrlQlXPdYWMGTwrFe,205000
3991,0.474,0.691,-5.026,0.098,0.379,1.55e-05,0.135,0.602,94.622,1XUf5lpeTQbrohZWdx6Sbz,182792
3992,0.819,0.659,-9.024,0.0973,0.0534,0.0,0.0435,0.441,116.054,2SaRkvUkzNzL39fBB2hLpt,186002
3993,0.855,0.787,-7.307,0.049,0.149,0.00677,0.0857,0.238,114.028,5TqtBDyIdZiTpfJZL2o10M,168421
3994,0.566,0.502,-4.838,0.373,0.289,0.0,0.105,0.357,126.122,1IiNgs5RGEYyGQFLXJvte5,138034
3995,0.818,0.513,-11.382,0.0574,0.106,0.00105,0.0408,0.583,115.01,7tZMF9Hn5uGsfC7zGXbSKM,186000
3996,0.636,0.909,-3.685,0.0439,0.149,0.0,0.719,0.61,154.189,4ASA1PZyWGbuc4d9N8OAcF,148800
3997,0.569,0.941,-4.135,0.312,0.401,0.0,0.891,0.608,73.776,3yHXEidSu4gYVRqKoI653O,180505
3998,0.651,0.947,-3.669,0.0539,0.305,0.0,0.92,0.722,158.046,4o6v3Oooyt7HF20idztRD4,154702
3999,0.537,0.878,-3.687,0.141,0.744,0.0,0.289,0.618,165.602,48DDD9rdKRmyQ2crd6W7Dq,155324
4000,0.846,0.81,-3.332,0.0867,0.222,0.0,0.139,0.762,135.074,2hkwwmmLC90T8BQ7t3xufq,158171
4001,0.565,0.889,-2.976,0.0498,0.582,0.0,0.427,0.473,121.778,2M4kQD87lKnAS9vFlb4Bez,183695
4002,0.764,0.822,-5.503,0.0384,0.0258,0.0,0.129,0.497,115.043,1uFn76RxZ8KBXWRtF1D7Nl,149502
4003,0.556,0.87,-3.738,0.101,0.409,0.0,0.896,0.59,100.002,6gyhp7IcNhTYzwlk8utsgP,171007
4004,0.75,0.748,-4.424,0.0331,0.554,0.0,0.921,0.607,105.989,7LUZT12r4xmwR1Kh8TJgjv,182944
4005,0.774,0.742,-4.178,0.0766,0.473,0.000472,0.342,0.736,134.991,7AwVSKaQxpidrtYBerkHKk,194023
4006,0.596,0.655,-5.594,0.0414,0.492,0.0,0.109,0.638,140.003,7dH7wklD8mfSt2Iu0jeh32,219134
4007,0.585,0.666,-6.811,0.0374,0.769,0.0,0.0985,0.346,141.965,4r1sZluxzKFwmOot1LBluy,238298
4008,0.55,0.573,-7.082,0.0342,0.639,0.0,0.36,0.47,147.942,1BCzZdeis1YKPLiWActITK,172086
4009,0.714,0.748,-4.605,0.0679,0.59,0.0,0.626,0.698,105.031,1ELsaYdj2NlxLvkx9g24xZ,173367
4010,0.537,0.711,-5.972,0.0392,0.715,0.0,0.933,0.515,102.866,3jrt68QlihD7ZhuCr0walC,150443
4011,0.63,0.944,-3.684,0.18,0.28,0.0,0.881,0.619,159.815,4kpj0mNvse4mclBHpluw4g,166016
4012,0.672,0.957,-4.272,0.0485,0.197,0.000481,0.386,0.895,160.005,6gEOM9IEBzvTdbwNrSkBdC,204938
4013,0.612,0.882,-2.66,0.0501,0.416,0.0,0.676,0.793,145.974,7bhvRvE56NHBvedx0EeALS,180411
4014,0.764,0.796,-4.611,0.033,0.193,0.0,0.0853,0.924,140.072,2qmG7dokbGpDGD0T5wORWt,166436
4015,0.761,0.574,-8.196,0.0675,0.78,0.0,0.459,0.605,124.185,3gCWngngUs1uojw33vrE8K,161470
4016,0.695,0.643,-5.405,0.0964,0.601,0.0,0.131,0.813,146.48,4eoqnVPLzROP9tDxcFQAAK,138502
4017,0.79,0.871,-2.29,0.0441,0.221,0.0,0.0981,0.952,145.972,7HdWqZjUmIHK5B8zwPCRds,171409
4018,0.802,0.727,-4.968,0.0307,0.413,0.0,0.0713,0.837,125.038,3ShKPhFkexrwl7WoyTtNND,170880
4019,0.463,0.874,-2.694,0.0823,0.0767,0.0,0.475,0.469,119.79,5ccCgF1VuiWrKE5OLt3fSF,168601
4020,0.642,0.82,-4.519,0.137,0.33,0.0,0.671,0.612,142.759,3jPp5Aukksz9Ir0gZy6lZM,223490
4021,0.488,0.849,-4.402,0.0555,0.531,0.0,0.361,0.618,92.614,3lPVEvvFoUGZ783i6iRKdC,198339
4022,0.716,0.807,-6.847,0.0389,0.632,0.0,0.386,0.745,144.94,3sTlrBz2mCh8NLTGF0ZYsW,181048
4023,0.342,0.502,-9.562,0.0335,0.863,0.0,0.124,0.374,137.562,3qT0IS0HXwljGUfCZvyR6L,162888
4024,0.623,0.606,-5.237,0.0369,0.713,0.0,0.198,0.478,147.709,34UV4nmIkAOzHIOlmZsQPd,157785
4025,0.646,0.918,-4.112,0.0346,0.382,1.87e-05,0.251,0.87,143.943,6Ulh9GPYz6JKdv04qc3q2U,153958
4026,0.586,0.734,-5.048,0.0474,0.708,0.0,0.492,0.572,90.551,4cxQWmXmmbFoWvV8qipQTe,170568
4027,0.504,0.827,-2.948,0.115,0.353,0.0,0.101,0.737,75.96,2HMbGPbGiqGaHXzFkQAmZI,164384
4028,0.627,0.949,-4.16,0.0531,0.0568,0.0,0.645,0.682,146.079,6bwx7pcKJY05D9S6CVa1k6,166601
4029,0.601,0.667,-6.311,0.0696,0.76,0.0,0.406,0.632,147.904,4SGixaEhdRjeZ4PTgavkzF,181158
4030,0.696,0.6,-8.269,0.0391,0.78,0.0,0.0956,0.715,75.965,43dPCcyAHMs7vRIOhIT9is,171711
4031,0.641,0.818,-7.075,0.0557,0.461,0.0,0.24,0.798,160.031,3JbipgHva9aoLhBgh5LdyW,176873
4032,0.729,0.956,-5.766,0.0375,0.18,0.00105,0.349,0.969,140.01,5etfNcFAD9M8uibXpYMxfQ,156000
4033,0.774,0.917,-3.007,0.049,0.259,0.0,0.355,0.891,130.003,6TnCI16uLWhyQCrHva9VWj,169002
4034,0.713,0.625,-3.473,0.0268,0.573,0.0,0.11,0.687,114.023,4xxeEWGQNFQ6qehlnev5LS,205685
4035,0.584,0.592,-4.904,0.0316,0.505,0.0,0.515,0.395,92.035,11fqunD6qlOCrRd88kMOk6,183244
4036,0.504,0.701,-4.41,0.0867,0.494,0.0,0.0853,0.303,135.639,1xDncRoHQHDwcEStiZbfjr,161257
4037,0.726,0.841,-2.811,0.0474,0.486,0.0,0.778,0.773,118.0,2ykYxd8UGHOsdjP3Z5jSHh,171078
4038,0.632,0.817,-5.028,0.122,0.3,0.0,0.573,0.68,151.993,546dFmvwFGBY7MJOkV5ctq,171712
4039,0.48,0.93,-4.441,0.143,0.0302,0.0,0.689,0.641,160.063,42nZBOwXNdO24Ml032bLBS,155284
4040,0.624,0.892,-3.465,0.062,0.358,0.0,0.343,0.598,152.088,44aO3lRSpBiSBPLTbGfgIf,173510
4041,0.74,0.821,-3.099,0.0407,0.298,4.66e-06,0.641,0.845,125.001,5MT3xlNN7eEzVN8K7DIcyN,164457
4042,0.608,0.82,-3.689,0.119,0.611,0.0,0.933,0.673,108.394,0tM4J8aID6qYZOE3e14sCj,169772
4043,0.702,0.703,-6.583,0.0536,0.684,1.99e-06,0.127,0.961,154.934,7J6gj2nJ9j2W3mu5ZhddqJ,170645
4044,0.581,0.598,-5.997,0.0326,0.824,1.7e-06,0.116,0.492,149.964,0gyucA3u8bbfm2p7InVn7u,199876
4045,0.554,0.638,-6.449,0.0493,0.583,0.0,0.079,0.807,167.937,14uWxelOuAUajP8fDvc0Ct,220438
4046,0.776,0.743,-7.488,0.0997,0.00913,0.0104,0.206,0.591,115.025,2vda9gqXyFIyMSO725iOT7,155478
4047,0.847,0.721,-3.717,0.0459,0.113,0.00364,0.274,0.941,110.015,0sJrvmYKZ7isoJ6gXwCbFy,206737
4048,0.806,0.586,-6.576,0.0455,0.26,0.00012,0.127,0.345,127.981,0bOxeADCsiY5vOHoWaF0iG,155625
4049,0.898,0.623,-5.079,0.14,0.165,0.0,0.0587,0.543,86.505,5BoOPZNXhYqLK5fG1EL07F,121165
4050,0.727,0.888,-4.467,0.259,0.311,1.02e-06,0.534,0.618,115.024,7Kru5duwVIOjRAS7Ff1G0E,178435
4051,0.664,0.702,-7.185,0.165,0.362,5.59e-05,0.25,0.309,139.906,077yUjKZ53I5GK8C7aS5by,229712
4052,0.795,0.696,-5.803,0.0543,0.0303,0.0538,0.123,0.396,104.993,5dTOkb989Um63PsMeHZxw5,182857
4053,0.763,0.647,-4.36,0.0851,0.281,0.0,0.0998,0.479,143.951,3O9xQXKRG7X1wR9GSPkkZ6,125833
4054,0.763,0.527,-7.019,0.201,0.312,0.0,0.107,0.193,142.049,059YaYSppRHOPojr4Rejdn,129649
4055,0.792,0.411,-7.726,0.0645,0.471,0.0,0.167,0.455,134.008,7dsh6LwofntmLuB85q2x1P,106133
4056,0.584,0.868,-5.909,0.0934,0.249,7.82e-06,0.0857,0.64,155.999,5JqooTdIepFghyHwOMCANf,240000
4057,0.666,0.781,-5.831,0.0876,0.0342,5.14e-06,0.123,0.393,118.005,2g3ymibJQY4CLI0MKNROdS,232002
4058,0.839,0.832,-5.23,0.306,0.0492,0.0,0.309,0.858,147.962,5h1GPYuiHnhE8rO7vUWmkx,120405
4059,0.595,0.447,-8.164,0.0381,0.15,0.0,0.293,0.605,72.486,7Faoo3CyDP2mXIR1OuuuKD,155276
4060,0.736,0.79,-5.58,0.0925,0.398,0.00259,0.201,0.572,98.013,5xc52TaUHL8nb6vYEQCo9l,166393
4061,0.865,0.583,-8.445,0.0808,0.181,1.27e-05,0.104,0.385,77.016,7zF1rACW4Ox3ZdgZ0iXm92,137143
4062,0.654,0.629,-6.48,0.138,0.347,0.00322,0.203,0.24,112.075,3nYdlN22qZ1bm2f2WIhh9l,190750
4063,0.732,0.813,-4.673,0.0772,0.268,0.00215,0.0856,0.587,112.002,08Y17qFqJ4IQwPAiLJpMju,184286
4064,0.748,0.486,-8.327,0.0488,0.395,0.0,0.131,0.167,120.034,15FgZ8rNQq8KKlgtIxb89p,131000
4065,0.919,0.592,-6.944,0.151,0.38,0.107,0.0937,0.733,120.006,3ra7lPgZaRCKHl09sgDjBp,156693
4066,0.83,0.65,-4.695,0.0558,0.403,8.16e-06,0.0783,0.61,95.024,47LveuCJ6HyDnddF5b659S,211096
4067,0.858,0.641,-7.591,0.0553,0.0166,0.0,0.0892,0.728,125.068,3YEBOs0frRSdQNK4EvyzSS,163793
4068,0.859,0.514,-7.279,0.113,0.141,0.0279,0.105,0.264,95.999,1S9IKQ08wYPlkUHQVo3JmB,195269
4069,0.775,0.513,-6.837,0.0878,0.00291,2.33e-05,0.106,0.488,66.668,3Rg7Sua9rwdE12Y7QtPWPm,143373
4070,0.726,0.72,-7.079,0.0321,0.0305,0.00017,0.317,0.398,110.021,0g9rMWOJbIKcRZQZP7tz2v,174545
4071,0.727,0.716,-4.613,0.0669,0.116,1.96e-05,0.197,0.39,131.954,360u1eeSfDWk9GKxBI5Ja4,130909
4072,0.819,0.591,-6.119,0.086,0.189,8.47e-05,0.336,0.523,99.985,2hzm8Jdui1rEAGjxm66Sur,138862
4073,0.5,0.499,-6.3,0.0591,0.51,0.248,0.102,0.223,179.615,5YiFBC4Vyi2qXQJSpbzslk,176000
4074,0.776,0.735,-5.263,0.133,0.185,0.000772,0.112,0.342,120.056,0WzUXhByWTUJ7OfFZxr9sA,180163
4075,0.526,0.627,-5.71,0.0351,0.116,0.0,0.289,0.246,156.002,3jALmNeFZsnb4E2QTixI1X,143462
4076,0.535,0.703,-5.68,0.0955,0.175,0.0,0.319,0.661,143.551,1doV2Lx8OT71sniQ0qBlUT,180208
4077,0.766,0.621,-5.515,0.0307,0.491,0.0,0.113,0.345,125.052,3GjVvrfcqjrlVtM9Z4Xjaa,187947
4078,0.726,0.663,-6.783,0.0425,0.0119,0.0217,0.0967,0.387,124.027,2Mot9tD8ePh7PUxoUAypjT,147097
4079,0.938,0.53,-7.808,0.337,0.0827,0.00141,0.34,0.491,125.99,6yYrLWaBuUfRBHrr8Pimod,143130
4080,0.73,0.89,-2.489,0.105,0.245,7.22e-06,0.1,0.617,100.024,4nV0IT0NQMFvZSTYagRAm8,196750
4081,0.884,0.656,-5.859,0.131,0.116,0.0,0.721,0.763,95.973,0jNnjeXLbMPn4YD9zWmpFL,121250
4082,0.912,0.65,-7.418,0.0637,0.465,0.000604,0.0967,0.553,130.004,4tFtwg8zppr5ns60M8vWS6,115385
4083,0.879,0.654,-5.283,0.0387,0.355,0.152,0.124,0.694,114.022,76uc68x6KiPqEu4enrCf60,104211
4084,0.611,0.799,-7.78,0.12,0.137,0.241,0.145,0.434,93.675,3BuuP6YEKxeJrVx8VIz5SK,115418
4085,0.724,0.65,-5.945,0.0614,0.376,3.29e-05,0.165,0.45,110.65,1R210XVWvBONZijbH3vw7A,180118
4086,0.83,0.691,-7.684,0.205,0.154,0.00212,0.136,0.411,102.947,1Vs4s2NNwpeNehf02Sw0Hj,186408
4087,0.804,0.719,-5.819,0.0673,0.0306,0.0056,0.498,0.307,119.992,0v3EpQD63TRaXA2gsYhqxM,152000
4088,0.778,0.833,-5.351,0.0429,0.0689,0.000134,0.133,0.696,110.995,2UtHaVEV9WP9snq9twDPhr,140200
4089,0.871,0.684,-6.104,0.146,0.0778,0.0067,0.0663,0.535,126.032,1JjNPgxeMPlT4CQ4etATsq,179117
4090,0.577,0.642,-6.672,0.153,0.363,0.0,0.188,0.468,76.465,2adAwxIeTJwqdIf5EMXWFF,184660
4091,0.896,0.488,-5.673,0.0948,0.0641,0.201,0.0512,0.525,103.026,082iFy3k8eLDN7kJX5BGMK,145049
4092,0.8,0.483,-6.319,0.212,0.692,0.0,0.0902,0.298,120.018,7gNsK7mEiZkFVRbWytbNYQ,214000
4093,0.897,0.849,-5.077,0.072,0.267,0.144,0.114,0.374,126.074,4rhumE8Ud7YbCnmt0ZLflU,178539
4094,0.799,0.775,-4.957,0.172,0.0361,0.0,0.508,0.639,115.066,1Fb3FtkEowb3M7eSSpSv55,151826
4095,0.806,0.849,-5.354,0.116,0.199,0.0,0.134,0.532,128.073,2xKA5mKz7swl48YzRsw6d3,176642
4096,0.788,0.42,-7.441,0.09,0.354,8.29e-05,0.208,0.316,160.038,0bLyEGIUjBkhe5NU8TPBab,176573
4097,0.813,0.599,-6.919,0.0356,0.0549,2.21e-06,0.087,0.547,140.029,1aVKHsNiek0DjXqkgCh00m,142286
4098,0.82,0.831,-4.881,0.136,0.152,0.0,0.148,0.512,98.028,7usXOdFEHAY8LGqNz6wYH8,112653
4099,0.799,0.642,-5.47,0.0644,0.138,1.03e-05,0.0998,0.177,104.997,4AMCdODHG4ZZ1BiErHt0VI,134143
4100,0.379,0.592,-7.366,0.359,0.429,2.67e-06,0.12,0.485,173.703,1D5MZGnvrwNRD9vmLz3ht2,145714
4101,0.792,0.628,-7.781,0.0733,0.101,4.06e-05,0.119,0.318,169.958,138ps50IoCrKBX81dBytp7,119037
4102,0.711,0.749,-4.523,0.126,0.143,2.55e-05,0.181,0.502,92.056,4R0GSffKN3s7NNmQVz4NM3,202337
4103,0.776,0.515,-9.576,0.207,0.562,8.73e-06,0.183,0.788,135.003,1K19thFibR1B014ROEPAeZ,135570
4104,0.643,0.666,-5.671,0.0379,0.365,2.2e-06,0.0956,0.197,127.013,5TMLyHmpyLia2Zmxaxm9NH,216853
4105,0.702,0.509,-11.267,0.175,0.665,0.0953,0.111,0.111,130.036,6UUAHxp1qM8DrOTUf1tHSR,164424
4106,0.806,0.733,-6.188,0.0385,0.437,0.0205,0.214,0.528,127.883,3f3GpuXDaMTbaAova7KZnR,108281
4107,0.762,0.501,-8.104,0.0943,0.455,5.47e-05,0.114,0.13,123.896,5gFt0MftsTryYQZFSyJONm,174234
4108,0.807,0.347,-11.071,0.18,0.15,0.0,0.114,0.467,130.078,6zB2Z1MOjr8Q8gK7W3BDOQ,180000
4109,0.865,0.563,-5.959,0.236,0.224,0.0,0.0863,0.419,107.974,6Eb8A3GFA1nVyFOEqI93oR,157778
4110,0.771,0.41,-8.593,0.216,0.36,3.47e-06,0.128,0.312,143.954,17SiOJ50b7dQU1ZSFtAXVc,148333
4111,0.822,0.708,-6.36,0.234,0.286,0.000375,0.337,0.47,101.91,75HAyY7pnGrq6jHBp8KC5r,128253
4112,0.658,0.818,-5.66,0.164,0.0427,0.00591,0.0907,0.391,199.976,2c3cnqEMj8hTlQzgHsZOA3,148800
4113,0.737,0.744,-6.121,0.103,0.0978,6.39e-05,0.11,0.5,95.05,7EwxPZJ8kucqXFJyyDpgRT,144000
4114,0.766,0.719,-4.559,0.0515,0.187,1.95e-05,0.0842,0.416,97.028,4ALVSW2PqMQHKpN53W7gUJ,161808
4115,0.682,0.815,-4.638,0.204,0.0976,0.000118,0.183,0.216,122.061,4mrPUpSyjnz4VBmNUjiaNZ,136229
4116,0.979,0.553,-5.955,0.0567,0.0134,0.0,0.113,0.648,116.071,0IjCnXqJTlPElz8HmIiO9p,144151
4117,0.68,0.553,-7.053,0.0598,0.162,1.72e-05,0.0982,0.0942,72.515,4MUfEYM9KnWRT2k57NaX4y,222466
4118,0.779,0.892,-5.514,0.198,0.264,8.42e-05,0.297,0.393,113.058,04aOJrjvcSSLmOlms1nOve,180566
4119,0.891,0.651,-7.25,0.0848,0.00915,3.05e-06,0.0956,0.556,99.52,1OhtcX8IP2mQ2s5yEZ3jSN,152579
4120,0.649,0.921,-3.492,0.413,0.0168,1.23e-05,0.11,0.567,107.078,47x54qvpTUqZBJRXZfAoXL,152500
4121,0.803,0.671,-5.858,0.0456,0.0152,0.116,0.166,0.604,120.047,39sjR8enWnlplL1HzUSfCT,180000
4122,0.703,0.731,-5.061,0.197,0.413,3.26e-06,0.115,0.214,100.353,7EfVkAcuCKnmgFhLmsbSZm,163200
4123,0.427,0.563,-5.757,0.199,0.142,3.27e-06,0.241,0.469,82.695,6SoBJLxIxJGI7QGVRq90Uf,176096
4124,0.781,0.569,-7.156,0.0521,0.443,0.0,0.447,0.266,95.021,4RF5L1V7shZv7mJ0xFEAOM,133895
4125,0.962,0.599,-6.595,0.124,0.209,0.0,0.126,0.805,115.054,4DnfBhfDFmbuvrgmzuPN1x,136439
4126,0.66,0.465,-6.246,0.143,0.701,0.0,0.114,0.424,172.01,0TIUFJda1Z0yHhB0B1wOI0,138133
4127,0.506,0.55,-8.791,0.21,0.404,0.0,0.133,0.51,84.224,0cLyaJBLn7rduVsXhoqzO9,172235
4128,0.751,0.905,-3.854,0.0527,0.158,0.00433,0.0993,0.59,128.021,30Jwt6Ez3PaHGysV4fwg9A,169687
4129,0.854,0.554,-7.377,0.0765,0.0713,0.000136,0.116,0.298,122.957,2iZ88CDMCx70rlQThXUItD,119250
4130,0.664,0.799,-5.913,0.358,0.479,2.68e-06,0.194,0.805,103.901,1ZdGrTxKoL7jdyeVP3pTWM,198537
4131,0.718,0.635,-5.859,0.209,0.176,0.0,0.557,0.396,177.1,5ArwlBEoApF10CkIIdVZjI,122034
4132,0.806,0.839,-4.755,0.105,0.0356,1.35e-06,0.354,0.791,145.071,1MQVfyQPP4B5SP5yhqfujA,155586
4133,0.771,0.909,-4.333,0.0542,0.0944,4.8e-05,0.364,0.54,100.052,29WXGxypSKb3JxGprKCAjs,128700
4134,0.823,0.57,-5.104,0.0961,0.64,3.15e-06,0.145,0.788,143.17,1awzzQiUnYQIVub7rRbMN8,146457
4135,0.729,0.597,-5.356,0.0397,0.268,1.32e-06,0.0815,0.342,125.054,3nvYSjPMJ6tkYFoGp9neNY,167280
4136,0.768,0.852,-5.495,0.0566,0.159,0.416,0.179,0.727,114.045,4KBLdwbGYr8klxyBI8wIGa,168421
4137,0.641,0.786,-7.074,0.0399,0.364,0.0726,0.185,0.617,105.024,4coJVLOzo6iqpFqmv6qplc,173714
4138,0.963,0.613,-7.052,0.146,0.203,0.0,0.111,0.695,115.949,3pr2J4VXb5h8WhCu4ljify,167609
4139,0.648,0.58,-7.231,0.0637,0.431,0.491,0.104,0.302,80.057,2iKVG5JCgSiEN7X2zTR2hJ,135000
4140,0.548,0.523,-5.983,0.12,0.486,9.58e-05,0.298,0.517,89.547,7iAbT1IaA0uM5d8Oe9rCzD,154667
4141,0.786,0.92,-3.704,0.0979,0.212,8.57e-05,0.147,0.605,109.922,5Xv2qane8IpTUXH6eQeqAh,181251
4142,0.632,0.8,-7.449,0.321,0.215,0.0,0.112,0.807,99.978,5vZfefpiBkOG9eUqQbHgi2,183500
4143,0.438,0.718,-8.439,0.0699,0.165,3.96e-06,0.374,0.48,104.908,1NCY2O9mtFkgc1woHULMSG,150000
4144,0.894,0.591,-7.028,0.0395,0.311,0.0,0.134,0.837,120.025,7wvZAzYWIHrg6l655QTSWi,120000
4145,0.586,0.785,-5.91,0.255,0.395,7.99e-05,0.147,0.573,180.077,530Rk3bNML5KZDzpBde3v5,116000
4146,0.616,0.608,-6.372,0.303,0.336,1.66e-05,0.0972,0.388,199.74,67jl4pvKndMn4CoBHxqxUx,158400
4147,0.782,0.584,-5.185,0.194,0.151,0.0,0.105,0.595,156.067,6pnZu1RnIaSCRIGwUCu7UU,118558
4148,0.804,0.745,-7.126,0.152,0.0123,0.000527,0.165,0.636,129.921,6pGy7MfD0HxQKThT7MR11L,156777
4149,0.749,0.591,-4.462,0.219,0.504,3.53e-06,0.247,0.569,160.006,5NYU1RJgnXShyZJXw3lGgx,162386
4150,0.881,0.406,-8.028,0.0653,0.0291,0.239,0.112,0.145,104.009,05LbHqsSle0DEq4Psk5RsD,132740
4151,0.815,0.617,-4.189,0.178,0.554,0.0,0.11,0.471,145.975,00ai3Evs6KmNdtTLOsoaNx,160422
4152,0.928,0.781,-4.441,0.249,0.59,0.0517,0.111,0.756,101.01,024l48soKra8YNbvJ0hYq4,181904
4153,0.852,0.616,-5.493,0.262,0.0518,8.68e-05,0.189,0.471,100.069,6tyjEpk468VR1xQ6RFe46r,129625
4154,0.587,0.629,-6.848,0.0421,0.171,5.25e-06,0.086,0.149,127.071,26teipPRreJIetNADeVXBO,203386
4155,0.555,0.585,-8.163,0.0298,0.00751,0.000155,0.121,0.0782,96.971,0XxYpy3DahErluXZvCmRw7,183000
4156,0.746,0.55,-5.922,0.115,0.0596,3.28e-05,0.119,0.368,169.908,4unb07WzonFX6e3bQkMjmd,149647
4157,0.646,0.653,-6.852,0.038,0.382,3.29e-05,0.15,0.0654,135.053,5p7zp8Sz8S8IweAskFJxHv,125072
4158,0.892,0.439,-7.705,0.476,0.175,1.93e-06,0.0795,0.6,139.766,4BGkb0eWDiRkXAeEHEprpw,97390
4159,0.825,0.611,-6.537,0.2,0.0362,0.0,0.0991,0.481,89.016,5iCqo9MWZFHK0IcDarrL1l,137528
4160,0.819,0.853,-5.004,0.238,0.181,0.00045,0.131,0.941,139.981,1pw60Oabu8IAnvpGjMCdHF,130286
4161,0.797,0.708,-5.813,0.0373,0.0153,5.24e-05,0.192,0.228,106.947,3r63Ay6XrVyeLPL6caoH0R,175916
4162,0.786,0.489,-8.701,0.0482,0.146,0.00198,0.106,0.501,140.008,10foZ0hgzwgT7vaKeBvKJL,166768
4163,0.745,0.866,-4.989,0.0323,0.00778,2.01e-06,0.209,0.618,111.977,757KQo1iT0buEdgpnbr6TM,153105
4164,0.763,0.709,-5.056,0.0496,0.066,7.47e-06,0.157,0.588,98.019,5PzbWOyyQO6M4uDU2RJM08,164082
4165,0.834,0.822,-4.224,0.155,0.0836,0.0,0.0779,0.67,106.005,6eUoE65V0Ic9sdLFFRNzLM,146025
4166,0.766,0.659,-5.343,0.411,0.0645,2.46e-06,0.124,0.723,159.924,18YlPBFOQzKzKCuBX4ISYm,157000
4167,0.706,0.935,-5.688,0.301,0.152,1.29e-06,0.109,0.805,94.386,3DJxTZiIXqX1nLgemGITpL,124213
4168,0.798,0.557,-9.731,0.278,0.556,0.0,0.0911,0.569,144.083,7E7Dl3velABkYFkMXlAEXc,180000
4169,0.8,0.536,-8.545,0.0442,0.0199,0.0843,0.108,0.166,124.974,4uns8dgpq7rvrluskFJOZd,183069
4170,0.788,0.598,-8.815,0.0807,0.0127,0.0124,0.135,0.462,137.979,7mg12mrT6gvPlFKsSCw71v,140870
4171,0.783,0.88,-4.157,0.0383,0.497,0.00212,0.0792,0.456,99.991,74NVGbLVI5NG7h5FL3FzGT,117600
4172,0.718,0.623,-6.82,0.0337,0.0337,0.00968,0.135,0.0781,144.98,6FWiAe1MG82HJM8XSg3rh2,163862
4173,0.577,0.58,-5.671,0.0967,0.0638,0.0,0.453,0.212,160.136,43kZGUJfInZN62TkYtHTmh,177000
4174,0.745,0.675,-5.437,0.0937,0.0284,0.0,0.137,0.393,103.005,7qEZALeVloIwiz6tvX8ZUL,179854
4175,0.765,0.741,-6.643,0.25,0.0971,7.12e-05,0.112,0.482,125.052,5xQqPRUMzK797r62pCjoVy,179938
4176,0.889,0.483,-7.916,0.332,0.357,0.000411,0.11,0.5,115.068,2ywf6ZtraoyrmYQCJlXwbE,162536
4177,0.726,0.854,-4.645,0.0417,0.0466,0.0,0.0962,0.405,95.036,0XiD6USk5UafkjIBn4dA4O,184579
4178,0.8,0.698,-5.712,0.1,0.103,1.23e-05,0.206,0.106,99.97,2n5YPWzBHHQVUT0YXcSguX,184800
