,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
1830,0.375,0.461,-6.202,0.0279,0.627,0.0,0.386,0.233,75.217,4PV0uE5pZSh44E3NqNNDEH,223270
1831,0.706,0.46,-9.061,0.0296,0.847,0.00793,0.106,0.226,102.98,6iWEhoALoBFnQMNVhYY0Sc,219013
1832,0.493,0.354,-7.311,0.0626,0.883,0.0,0.12,0.279,109.942,7wEXKF8ltyhpiGlUfa3RGh,188320
1833,0.503,0.212,-12.735,0.0658,0.872,0.000293,0.12,0.185,118.492,7EkMIQ2PzEzwQroLl6dUvw,232412
1834,0.652,0.557,-5.714,0.0318,0.74,0.0,0.124,0.483,150.073,2qxmye6gAegTMjLKEBoR3d,169354
1835,0.479,0.231,-10.278,0.0481,0.753,0.0,0.37,0.33,112.255,6NjP6CP3ILp0SrczlWcMvv,204648
1836,0.571,0.0274,-20.274,0.0649,0.948,6.43e-06,0.322,0.087,124.209,0gOz9JUXsaKVzLTSmFDtdo,316556
1837,0.647,0.176,-9.501,0.0751,0.854,0.0,0.199,0.441,122.795,78vv48Ic6syaE6kWqDGY47,225824
1838,0.515,0.27,-9.935,0.0357,0.842,0.0,0.114,0.234,120.483,3CRtbOoAP82y0VbPO5j1ft,208987
1839,0.383,0.292,-7.621,0.105,0.855,0.0,0.117,0.0767,76.347,1Ui5h8uVd1Mbzw0xD9QOjh,178896
1840,0.396,0.177,-10.277,0.0378,0.718,0.0,0.139,0.221,177.215,1a1SQeSqUKzH5OUVTEx4ae,201694
1841,0.347,0.209,-11.152,0.0273,0.893,0.00287,0.138,0.0735,82.878,1qFMIjTe9esCDiytqUY19t,213987
1842,0.455,0.386,-10.883,0.0675,0.623,0.0,0.102,0.418,134.093,48yUhAZGJb5WGSclZK1RAF,233466
1843,0.613,0.24,-8.323,0.0448,0.934,0.0,0.106,0.275,120.158,0IsAEXwuy46qn0bbJYdWIH,255307
1844,0.555,0.357,-7.095,0.0328,0.731,6.24e-06,0.163,0.199,72.856,43rHcWvKMlLGWMmJFjCk7I,229383
1845,0.412,0.227,-12.696,0.0359,0.787,4.69e-06,0.282,0.226,80.111,35r28RDot7nPE7y9K9H7l0,257267
1846,0.367,0.111,-14.084,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,43zdsphuZLzwA9k4DJhU0I,196077
1847,0.455,0.292,-6.792,0.0563,0.889,0.0,0.106,0.43,84.339,7sTtHHrD0zDpmzQzH3zegz,178467
1848,0.389,0.373,-5.72,0.047,0.928,0.0,0.146,0.283,90.289,3ArYVrRb0lDBLzuJJqIXzC,254507
1849,0.535,0.359,-9.343,0.0607,0.771,0.0,0.111,0.488,154.163,58qX77t2VWMWcycsh9zKLc,184505
1850,0.361,0.311,-11.748,0.0369,0.872,0.0,0.0987,0.323,89.362,6nat4Z7iRKWVk1qngQqI0Q,212773
1851,0.562,0.517,-6.319,0.0314,0.0987,0.0,0.125,0.157,141.819,2EfuOKbUFQHvv7zlmGL3iM,223787
1852,0.544,0.252,-7.037,0.0636,0.945,0.0,0.0732,0.391,120.399,0fLEfiqLs7m5JzfNaejaUA,188000
1853,0.55,0.143,-15.685,0.241,0.956,0.0,0.195,0.224,74.918,3jZDWsoxRHzzp3DYV8qeXE,103400
1854,0.399,0.0969,-12.578,0.0509,0.929,0.000168,0.121,0.0758,109.54,34xTFwjPQ1dC6uJmleno7x,177922
1855,0.546,0.315,-8.532,0.0499,0.734,1.26e-06,0.105,0.139,78.076,5F7dkkzWdHWPpn9zOYu8Ng,260852
1856,0.589,0.471,-4.908,0.0262,0.674,0.0,0.105,0.262,95.972,7LyBwug9tJgbaEzRCqtY78,224586
1857,0.688,0.253,-11.125,0.0478,0.89,0.00195,0.114,0.454,148.309,6mjL9J0gsSLXB8uYjgiPtg,150811
1858,0.434,0.302,-10.117,0.0378,0.766,7.63e-06,0.149,0.173,121.645,4K3gM7kzX4POAfrs71HomN,220867
1859,0.566,0.586,-7.726,0.0372,0.0171,0.0,0.202,0.428,147.942,3bsRMvQja4huvPWo1S5ONc,203853
1860,0.584,0.588,-6.864,0.162,0.656,0.0,0.153,0.419,147.21,5NPKyAwlIlsxYzlAU1xFK5,156681
1861,0.452,0.325,-8.687,0.0337,0.627,0.0,0.0645,0.33,97.987,6wQgV6ZYt1snXyQV69mGT4,205402
1862,0.614,0.0595,-16.254,0.107,0.957,5.58e-06,0.105,0.146,75.339,2OR29bTCjzyPuPuHiB0fJC,341820
1863,0.461,0.578,-6.108,0.162,0.275,0.0,0.126,0.353,108.398,2EUw11FnLwkVUyJ1rfM4kW,199140
1864,0.63,0.568,-6.35,0.0387,0.0893,0.0,0.165,0.44,87.087,5ldNf0PbjXkxadKws2Rgkt,181560
1865,0.522,0.394,-7.921,0.0559,0.88,0.0,0.135,0.529,75.417,7FCdJdGEOBCHqZAYRoZAWV,234884
1866,0.594,0.497,-5.26,0.0303,0.0343,0.0,0.162,0.101,101.668,0dIOvducp7ujHTqj66cQ3X,237248
1867,0.441,0.219,-14.586,0.0419,0.935,0.0,0.115,0.244,94.021,39KG4kom3enSx4GTThuDGt,199120
1868,0.358,0.114,-15.505,0.058,0.74,3.75e-06,0.088,0.242,80.612,6C8YCzxgqxCC2ZnBNWmCOW,230609
1869,0.528,0.431,-7.09,0.0394,0.797,0.0,0.0999,0.549,108.939,1J5Vc7uzVstxzSt1A6LGzW,184051
1870,0.663,0.387,-10.385,0.0629,0.482,1.7e-06,0.137,0.286,78.033,0cM5MPgaVH4aHrxA85s7Gm,162747
1871,0.269,0.0901,-11.838,0.0347,0.943,0.00105,0.105,0.12,76.689,6q2MA87tphYrGm5Jr7xHMl,261471
1872,0.691,0.335,-7.334,0.102,0.718,0.0,0.0816,0.535,80.218,5BTXmuHiKegT4tx2bdQ96T,230485
1873,0.646,0.0828,-16.205,0.0435,0.838,1.2e-05,0.0934,0.293,108.826,42H6GeQfrBkT3vTUTdpB1M,154000
1874,0.958,0.376,-7.063,0.0523,0.171,0.0,0.127,0.331,107.964,5HBDBBr5OV90lubqW8ctJF,144427
1875,0.458,0.137,-14.083,0.0355,0.882,0.0,0.15,0.437,80.824,6hYvw3LLTViP2mT4MpDNmT,249427
1876,0.492,0.378,-7.117,0.0304,0.811,0.0,0.136,0.497,110.907,22AJMMJMaQ3qtTwlegrKcm,173705
1877,0.702,0.623,-8.36,0.0417,0.322,0.0,0.0858,0.503,104.974,7ArrTJ1LwcGAlEO65LUQ7i,201198
1878,0.721,0.358,-9.909,0.0626,0.0694,0.0,0.115,0.167,109.916,0FklQYAhXxPHnVtGVIjxTk,235991
1879,0.559,0.196,-11.578,0.0501,0.75,0.0,0.0975,0.0953,119.718,4csaGY06XaDB3tfmXgE7Of,172307
1880,0.469,0.11,-14.773,0.0423,0.602,0.0,0.102,0.103,119.745,1vwTCUJxmGlTuClU5YLfJA,219360
1881,0.62,0.64,-5.285,0.0334,0.0488,0.0,0.0647,0.445,90.032,5Xq7KPZSONkhHx6DFTAbTz,172787
1882,0.664,0.607,-8.822,0.113,0.23,0.0,0.164,0.541,95.958,2JtuQZHQAtNO13O8KLQSxE,187349
1883,0.453,0.146,-17.825,0.0756,0.976,0.0,0.0994,0.0424,137.728,60ZiuVobIHARXxpX9xoF5y,168041
1884,0.513,0.661,-6.419,0.24,0.161,0.0,0.246,0.179,94.791,07FkzikE6FuHIa8Ma7zJGc,209213
1885,0.442,0.579,-6.484,0.145,0.489,1.04e-06,0.126,0.546,83.336,1Pj5oOFzLYELyyeh1IYRK0,183428
1886,0.586,0.408,-7.98,0.029,0.307,0.0,0.119,0.275,90.028,6IczEOHGVd4jZ3QqN5cHc0,170667
1887,0.532,0.319,-7.461,0.0288,0.399,2.52e-05,0.138,0.166,62.984,5HKv1sFHbXgmXBih203HxT,243797
1888,0.437,0.351,-6.823,0.0313,0.566,0.0,0.0888,0.383,68.659,1n73Qe6oEprLsUNHXET2pb,206494
1889,0.641,0.537,-5.452,0.0282,0.0875,9.05e-06,0.115,0.0681,112.864,5A3fPy30SN2wuzrahpcxvV,196188
1890,0.498,0.59,-4.721,0.032,0.511,0.0,0.107,0.0784,145.867,1wVuPmvt6AWvTL5W2GJnzZ,217867
1891,0.51,0.643,-6.602,0.0485,0.214,3.22e-06,0.101,0.0397,130.081,5DHQKZCOZhGNTbYBCekWx0,270453
1892,0.361,0.357,-8.423,0.0312,0.704,0.0,0.219,0.153,122.962,0QjQC8sGqxUkaJFBsJjtGm,235653
1893,0.737,0.408,-7.941,0.104,0.802,0.0,0.171,0.374,127.918,6I0KEvFfWszVJiCy5hum4V,190348
1894,0.471,0.474,-6.355,0.0382,0.723,0.0,0.0964,0.262,120.656,7FjKU2mfpEpvKIbx8naZRk,174793
1895,0.466,0.0763,-12.794,0.057,0.939,0.0,0.127,0.427,127.516,2Bl6jI3cxKKrSm5F2xNVHV,157952
1896,0.644,0.355,-6.485,0.0317,0.503,0.0,0.13,0.392,91.508,53KhTXn9vEK7akH5cWhT0E,142947
1897,0.436,0.473,-7.24,0.0307,0.588,4.35e-05,0.103,0.242,108.906,2xlV2CuWgpPyE9e0GquKDN,254013
1898,0.465,0.772,-3.932,0.0378,0.0959,1.04e-05,0.167,0.257,155.83,5jm4Chbh5GpmtBX7cQ0Oh4,215640
1899,0.751,0.394,-6.56,0.0519,0.39,0.0,0.121,0.12,135.896,15jMztFtJ1mFFJ11SZvHHZ,227097
1900,0.752,0.698,-6.53,0.306,0.52,0.0,0.211,0.347,132.058,0g21KZ1XJuhwexWPLpuEt1,159453
1901,0.639,0.526,-6.697,0.0256,0.245,2.43e-05,0.25,0.488,130.033,2IVsRhKrx8hlQBOWy4qebo,216880
1902,0.571,0.129,-16.306,0.0862,0.977,0.0,0.0956,0.355,119.241,0Em410NMTZ6CPDOtHMK46Z,198949
1903,0.569,0.319,-12.85,0.0277,0.853,0.000151,0.128,0.32,79.997,5byXSKd7QOHtVMOiptklBD,173716
1904,0.529,0.307,-8.24,0.0335,0.851,0.0,0.104,0.439,139.785,4Svpc4QRvDW0J34AE30S9c,228960
1905,0.734,0.596,-10.023,0.324,0.118,0.0,0.107,0.317,98.024,1Zv2jT7iZu98Feqpzhn0nd,159171
1906,0.657,0.674,-5.094,0.102,0.343,0.00243,0.104,0.298,85.955,3Dd8kupwJQDLPzcExJY16q,242573
1907,0.538,0.471,-9.84,0.0955,0.0946,0.0185,0.116,0.307,93.07,6Ox1rvlwEpB49drasQm6RF,142000
1908,0.487,0.184,-10.405,0.0377,0.634,0.0,0.15,0.274,112.365,0ITXmHlbxaWC7yHbjSWlvW,240508
1909,0.468,0.415,-6.583,0.0304,0.399,0.0,0.0978,0.146,116.724,1Gqfs4JkerbpDyS0mCzzs9,242747
1910,0.692,0.165,-12.083,0.0519,0.866,0.000185,0.147,0.0607,125.534,6yWKcpz5TzVdV1RIZMllJC,89746
1911,0.737,0.241,-16.034,0.0882,0.51,0.00572,0.108,0.345,100.0,7zlGyAsvNMOdhTU068f79f,121522
1912,0.567,0.263,-13.51,0.103,0.891,0.0,0.183,0.247,111.86,1phSI7mJzqlu2HE6gIwu7I,136000
1913,0.811,0.609,-8.376,0.0996,0.227,0.0,0.102,0.439,120.071,1kFlDnWmBTvCBxxeGDpIdp,134197
1914,0.64,0.501,-9.587,0.0994,0.403,0.0,0.395,0.399,125.91,3OrJ0tN7Fm49NcEVt39k43,203634
1915,0.52,0.903,-5.497,0.042,0.00517,0.0,0.254,0.652,74.988,2f0pn9DkEJwAzXApnFh5cr,219801
1916,0.652,0.546,-6.497,0.0264,0.666,2.28e-06,0.112,0.264,99.03,5X4tAxxNC5XaSgcIW3xhj7,226847
1917,0.622,0.467,-9.889,0.568,0.872,2.15e-06,0.0931,0.716,87.967,33LizV83s7z1gwtmLiKlmv,89625
1918,0.561,0.245,-6.372,0.0344,0.904,0.0,0.0933,0.402,109.558,3KbFtYPyVP6C7BQVgH2cCf,212280
1919,0.586,0.267,-14.438,0.0609,0.921,0.0052,0.119,0.24,148.002,36L0Js6sTcH7JDLw20Ehxb,149392
1920,0.585,0.631,-5.522,0.0264,0.128,0.0,0.105,0.5,128.001,1lv2NoHwKW1vqlWnKAI3pW,220709
1921,0.568,0.597,-9.631,0.0405,0.801,0.17,0.309,0.197,105.415,40XwcZVS7Oh7VvBuOWrgkk,273059
1922,0.699,0.304,-11.192,0.0993,0.779,0.000993,0.137,0.271,119.705,4UKCKdYiLN6IMA5ZESUTL7,160184
1923,0.712,0.44,-11.566,0.0413,0.678,0.0,0.0924,0.312,123.958,4FFSK1xgCLkTZJLUERLZKG,259040
1924,0.682,0.529,-9.862,0.0469,0.782,0.000294,0.102,0.39,126.995,14ahZtLV5yKtqQATTfQta0,155272
1925,0.866,0.211,-12.676,0.0404,0.974,0.0,0.0987,0.198,101.295,28TkNtKHx6UnOZuoyv3Jzv,163902
1926,0.52,0.195,-11.05,0.0513,0.919,0.0132,0.145,0.193,79.945,0sZIYfLTAKNvGBtN01897a,212096
1927,0.445,0.537,-8.532,0.04,0.695,1.65e-05,0.0944,0.131,122.769,3JvKfv6T31zO0ini8iNItO,244360
1928,0.874,0.358,-13.642,0.459,0.494,0.00196,0.336,0.437,119.091,50OPOdJbRx9iCJXGultmUf,160061
1929,0.6,0.535,-7.043,0.107,0.648,4.7e-06,0.162,0.269,71.912,0CZ8lquoTX2Dkg7Ak2inwA,225133
1930,0.608,0.269,-7.201,0.0329,0.983,1.96e-06,0.337,0.389,126.372,6VrAgFXBbRX2PkT92lAoKK,135714
1931,0.56,0.595,-4.53,0.0274,0.199,6.47e-05,0.132,0.144,104.011,5hnyJvgoWiQUYZttV4wXy6,267960
1932,0.683,0.453,-7.149,0.136,0.675,0.000103,0.256,0.514,157.991,0XHUoAqorV0fMvht4F6qm2,216456
1933,0.592,0.469,-8.154,0.0396,0.665,0.000154,0.106,0.345,158.954,3ZY1udNwoRQ8yHm3sYY4XN,238040
1934,0.518,0.183,-10.246,0.043,0.887,0.0,0.108,0.106,109.011,3pU68iUbatcIjQD7PlIzFX,207573
1935,0.671,0.288,-14.176,0.496,0.468,0.0,0.139,0.42,68.287,5PfrevbzpZzMtv4bVld9xq,131202
1936,0.677,0.401,-8.467,0.0308,0.712,0.0,0.116,0.195,111.825,0qvzXomUDJVaUboy2wMfiS,232852
1937,0.637,0.589,-5.618,0.0352,0.0298,0.0,0.11,0.376,148.925,1zY6ekSJ8VI6tZ6nBqoo7g,157447
1938,0.634,0.597,-10.179,0.198,0.392,7.43e-05,0.0986,0.0363,129.607,0XBf3lA3mUwWmDk5bUOiZh,349385
1939,0.681,0.582,-7.76,0.0313,0.22,0.0,0.119,0.221,124.038,3JjnGLK8IxkNLvo8Lb3KOM,248360
1940,0.607,0.478,-5.702,0.031,0.649,0.0,0.0928,0.255,88.979,4zRZAmBQP8vhNPf9i9opXt,190027
1941,0.726,0.431,-8.765,0.135,0.731,0.0,0.696,0.348,144.026,7eJMfftS33KTjuF7lTsMCx,173333
1942,0.293,0.326,-8.542,0.0308,0.953,2.68e-06,0.0958,0.207,93.724,7gUuGkxbxxbDdixMQl50EW,187069
1943,0.685,0.341,-10.434,0.0354,0.798,0.0,0.0951,0.42,123.015,4euXJuErBCqH2LEApfxI6i,202927
1944,0.759,0.245,-6.545,0.138,0.515,0.000154,0.102,0.209,96.992,4cxMGhkinTocPSVVKWIw0d,237507
1945,0.402,0.277,-7.391,0.0272,0.568,1.98e-05,0.111,0.14,80.474,08ZZSVZgRgg0LUf7pV1VLu,192331
1946,0.55,0.166,-14.216,0.0474,0.94,0.0,0.0913,0.45,155.742,4ZAcKr8YSk7obsaEyMkUIe,186541
1947,0.639,0.411,-5.979,0.042,0.55,0.0,0.141,0.158,96.965,6CJLdpuz4utMTypcE8kUG3,180120
1948,0.575,0.437,-4.121,0.0325,0.785,0.0,0.109,0.467,119.965,6jNkx6LBHjaR15GMJ4ibCC,171721
1949,0.651,0.594,-6.374,0.0491,0.163,0.0,0.133,0.416,145.942,0Es6dDXHGqqQWoA8tlK4LG,179577
1950,0.63,0.5,-8.755,0.0611,0.611,4.04e-05,0.114,0.315,144.871,6y6jbcPG4Yn3Du4moXaenr,245172
1951,0.602,0.694,-5.874,0.0331,0.733,0.0,0.191,0.599,150.008,6T1zHElTuU8UgfDwomdetB,214907
1952,0.215,0.316,-12.201,0.0297,0.135,0.244,0.595,0.19,94.627,2I07Lbee7UvoAdlTAl37AM,258986
1953,0.676,0.695,-8.327,0.245,0.352,0.0,0.119,0.144,90.268,5zpDHEU12zATwLGvozxPw2,303813
1954,0.514,0.387,-8.46,0.245,0.807,0.0,0.0999,0.651,181.096,2fYmTqgGhRxe8yBppRMUXA,200627
1955,0.65,0.367,-8.733,0.433,0.473,0.0,0.0895,0.681,79.314,3K4bdntqd0YpgXEnuiDmza,232832
1956,0.478,0.504,-6.91,0.0305,0.162,0.0,0.119,0.309,86.048,57m2Kve0xnAgYVAPxMLKHS,168547
1957,0.646,0.355,-7.119,0.0263,0.873,0.0,0.115,0.364,84.988,12OLyHDxt6dqlAybSPFBK3,210863
1958,0.485,0.332,-9.244,0.0338,0.784,0.000122,0.146,0.273,130.813,4XBZTfbLkxgZBPk8bttBEk,180640
1959,0.704,0.225,-14.454,0.0994,0.902,0.657,0.106,0.243,120.006,3ZCTVFBt2Brf31RLEnCkWJ,245426
1960,0.778,0.422,-10.114,0.0482,0.921,0.00924,0.0958,0.187,120.033,5t3Vk8bRKylx4fjj7qlbib,176472
1961,0.445,0.2,-11.909,0.105,0.47,0.00302,0.282,0.294,214.949,5UMwy3KvFdm4NjY22b4Ff1,144349
1962,0.379,0.247,-9.959,0.0399,0.932,3.6e-06,0.107,0.37,205.561,536vha5aAUhlb50NGDfzfa,219029
1963,0.557,0.813,-11.279,0.034,0.762,0.000351,0.118,0.453,134.858,6mOYKdbTO2cuJDUs8He5Z6,157313
1964,0.359,0.421,-4.069,0.0356,0.818,0.0,0.153,0.499,161.244,4G4EoG2Dk7kjisJKv9DP5h,226747
1965,0.642,0.437,-3.879,0.033,0.282,0.0,0.0921,0.619,147.964,4miBlXzz3MErrniG6aWhee,143933
1966,0.631,0.239,-7.071,0.0398,0.864,0.0,0.116,0.0927,79.859,4y4spB9m0Q6026KfkAvy9Q,149297
1967,0.71,0.656,-4.129,0.0276,0.0099,0.0,0.221,0.321,134.922,2XBLz5BmtbUoYdQN5R78s5,157083
1968,0.45,0.329,-12.603,0.0441,0.818,0.00109,0.135,0.266,71.884,1Xi84slp6FryDSCbzq4UCD,183624
1969,0.565,0.242,-8.367,0.0318,0.762,9.3e-06,0.285,0.237,81.657,5ug4vqGZ3eisGhY1IsziNX,243267
1970,0.589,0.389,-5.972,0.028,0.851,0.0,0.0772,0.501,89.1,3B5UbSndRz907IZhhmUfLi,197470
1971,0.689,0.333,-12.134,0.0307,0.817,5.13e-06,0.285,0.471,115.835,2stkLJ0JNcXkIRDNF3ld6c,124160
1972,0.663,0.6,-10.87,0.032,0.43,0.0,0.184,0.8,129.991,7tqhbajSfrz2F7E1Z75ASX,151667
1973,0.619,0.22,-13.843,0.0672,0.782,1.19e-05,0.124,0.426,75.143,3M8FzayQWtkvOhqMn2V4T2,258835
1974,0.51,0.76,-6.995,0.0411,0.148,0.0116,0.0706,0.55,118.829,4vhVDkSx9RSb2k6mWFMYNI,170787
1975,0.32,0.917,-5.903,0.0771,0.0717,0.0,0.169,0.715,190.757,15tHagkk8z306XkyOHqiip,188360
1976,0.478,0.212,-13.124,0.0516,0.938,0.0,0.587,0.431,74.643,0wqeaDeaKq14IuQESPqBEJ,346493
1977,0.673,0.902,-2.392,0.0346,0.0591,0.000262,0.0558,0.538,100.012,5Hroj5K7vLpIG4FNCRIjbP,194240
1978,0.534,0.441,-5.752,0.0303,0.661,0.0,0.0934,0.439,97.009,13lZDbwonGhOflQLQIfdtZ,140179
1979,0.693,0.664,-5.852,0.0336,0.0309,0.0,0.223,0.436,132.059,2XW4AAjfBQTzp7Oe1tU702,178827
1980,0.506,0.897,-4.632,0.26,0.146,0.000451,0.0868,0.525,188.03,3kSXn1osC89W8JcPLozTzs,219000
1981,0.573,0.739,-5.74,0.129,0.0285,0.0,0.111,0.451,97.085,0wI7QkCcs8FUQE1OkXUIqd,230240
1982,0.25,0.136,-12.162,0.037,0.673,0.000157,0.107,0.0981,118.086,1xugsCboIm1yILqpLvH9aD,292333
1983,0.379,0.618,-7.065,0.0586,0.337,5.1e-06,0.102,0.4,147.53,6SkoBaMd0lzoQjID5aV2d9,209560
1984,0.583,0.829,-4.603,0.134,0.00864,0.0,0.0426,0.575,174.028,49FYlytm3dAAraYgpoJZux,275987
1985,0.689,0.481,-7.503,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,2JzZzZUQj3Qff7wapcbKjc,229526
1986,0.709,0.913,-5.148,0.0748,0.0182,0.0,0.167,0.519,108.024,2SkJKMfjpYsNv0KWOxiegX,229320
1987,0.647,0.24,-8.863,0.0287,0.895,0.0,0.11,0.435,99.812,61pFlTmpABXyGNlwCc399l,174028
1988,0.609,0.435,-7.861,0.285,0.522,0.0,0.118,0.552,131.995,4TTV7EcfroSLWzXRY6gLv6,236738
1989,0.646,0.439,-10.837,0.818,0.272,0.0,0.0945,0.528,160.387,6dr7ekfhlbquvsVY8D7gyk,156631
1990,0.698,0.649,-6.764,0.415,0.15,0.0,0.0903,0.568,180.466,4cxvludVmQxryrnx1m9FqL,333154
1991,0.494,0.237,-10.579,0.0517,0.835,0.0,0.648,0.625,95.219,0NJWhm3hUwIZSy5s0TGJ8q,91981
1992,0.74,0.727,-6.253,0.278,0.187,0.0,0.627,0.792,101.409,71X7bPDljJHrmEGYCe7kQ8,186543
1993,0.795,0.409,-8.334,0.372,0.684,0.0,0.0548,0.577,77.879,2G9lekfCh83S0lt2yfffBz,112742
1994,0.68,0.413,-9.41,0.492,0.177,0.0,0.205,0.383,158.576,3nJYcY9yvKP8Oi2Ml8brXt,321697
1995,0.854,0.327,-10.834,0.507,0.41,0.0,0.0889,0.688,131.352,2yBMVrq96wb9OHbMdBs0lF,69901
1996,0.688,0.491,-7.494,0.269,0.334,0.0,0.0914,0.737,79.009,54Sc7mZQ1RM03STpk4SfaA,249771
1997,0.724,0.305,-12.763,0.257,0.68,0.0,0.128,0.594,81.874,1CzeuSrm71wHP9qsjg7p3F,115880
1998,0.543,0.473,-9.638,0.157,0.124,4.04e-06,0.0922,0.519,86.534,7EqpEBPOohgk7NnKvBGFWo,193750
1999,0.723,0.415,-10.394,0.395,0.471,0.0,0.0995,0.581,159.65,27MB0qHaYAZiTlwg25js1Y,159103
2000,0.887,0.516,-8.187,0.658,0.0691,0.0,0.617,0.828,77.977,3lXyAQ0kekAvY5LodpWmUs,106646
2001,0.732,0.643,-8.318,0.474,0.378,0.0,0.363,0.644,88.543,6p7jXaTJdpzGWnOJoK2jYr,83632
2002,0.499,0.2,-10.276,0.0355,0.819,0.0,0.115,0.185,137.367,6oF8ueLn5hIl4PRp17sxW6,178446
2003,0.72,0.666,-6.914,0.328,0.399,0.0,0.0844,0.383,138.03,7m9XR7FquXLP1FewdAcNS9,127578
2004,0.438,0.373,-9.769,0.0291,0.803,0.0,0.123,0.274,77.415,1mGO8rwCE9zk7H06OxcU5m,97050
2005,0.76,0.883,-5.397,0.25,0.297,0.0,0.727,0.51,98.012,733tju3KUeatsbjcTRQ04i,242588
2006,0.515,0.302,-10.882,0.079,0.603,0.0,0.199,0.277,114.972,3D4J0o9w44QKFrBrYrSVJY,99343
2007,0.598,0.221,-10.484,0.0303,0.907,4.19e-05,0.0723,0.274,106.771,2sEq2rC3ynYsT49x7utWnd,184004
2008,0.77,0.482,-9.529,0.351,0.211,0.0,0.223,0.441,91.994,7qfoq1JFKBUEIvhqOHzuqX,385438
2009,0.539,0.577,-7.763,0.386,0.169,0.0,0.14,0.319,177.787,2W9u3whoCkQYOUbmnSrHi1,236701
2010,0.607,0.658,-7.762,0.423,0.0859,0.0,0.489,0.513,87.043,3TfKt8mPpdXfQTMfRjHzyz,215227
2011,0.552,0.371,-9.426,0.227,0.587,0.0,0.18,0.587,81.548,2qFIJT5hjqaNFA1GKwl9me,286486
2012,0.638,0.49,-9.382,0.426,0.271,0.0,0.664,0.511,173.552,2TK2KSrzXD6W01qjXVjNGh,318215
2013,0.745,0.597,-10.422,0.257,0.236,0.0,0.157,0.842,102.108,05bhmaAD1urZnQMWNd6p3S,63558
2014,0.753,0.539,-9.117,0.537,0.0582,0.0,0.353,0.519,99.455,6KRHMYPIWRgFWlXPgqO2Fp,142640
2015,0.884,0.521,-10.216,0.348,0.165,0.0,0.0756,0.425,134.051,1WHNqqRWhJVZIdCScFKtl5,181478
2016,0.67,0.436,-8.636,0.364,0.649,0.0,0.722,0.378,121.581,4eeN8erNIbW2osT0knz5vT,97980
2017,0.8,0.362,-10.313,0.544,0.505,0.0,0.121,0.792,130.14,68Ijc4fPmT3P5BN6Vrl2s2,54840
2018,0.718,0.484,-10.376,0.523,0.312,0.0,0.127,0.692,113.855,1DLfR4MOfLYbV6v3xrmWa8,142044
2019,0.661,0.836,-4.079,0.0297,0.00615,0.0,0.032,0.799,137.507,08KTQSs3ickNki7FFTb6fY,187385
2020,0.739,0.32,-10.862,0.239,0.736,0.000147,0.111,0.351,79.97,5hQSXkFgbxjZo9uCwd11so,200307
2021,0.718,0.868,-6.765,0.0995,0.324,0.00145,0.141,0.557,92.024,7j6WffpdiUX1S9WUu7tXyo,177696
2022,0.371,0.268,-10.506,0.0281,0.748,0.0517,0.104,0.165,102.617,7D0RhFcb3CrfPuTJ0obrod,227093
2023,0.616,0.47,-6.092,0.0253,0.291,0.0,0.111,0.325,80.03,0Z5ok0QLLttAKsujOZYOXf,210507
2024,0.473,0.798,-6.937,0.0343,0.00391,0.00212,0.0793,0.405,114.981,42lZpbV1P8KbzDl1duWT25,360453
2025,0.33,0.21,-10.808,0.0307,0.889,1.1e-05,0.0784,0.135,128.157,70CYAL35X3T73qVStJNpZ2,259107
2026,0.651,0.459,-11.128,0.0507,0.859,6.63e-05,0.105,0.454,83.455,2ehRU518I0hYqMGQnk4lDY,252880
2027,0.292,0.574,-9.375,0.0401,0.12,0.00569,0.0663,0.166,124.344,3pHkh7d0lzM2AldUtz2x37,211240
2028,0.429,0.661,-7.227,0.0281,0.00239,0.000121,0.234,0.285,173.372,3AJwUDP919kvQ9QcozQPxg,266773
2029,0.639,0.685,-8.987,0.0547,0.000598,0.000127,0.105,0.406,95.999,6B8jxMKyVjXe0vji55NJf6,211250
2030,0.389,0.597,-8.436,0.0308,0.534,0.406,0.144,0.506,143.943,7wmFsS43fO8vAg0vcr776N,400560
2031,0.418,0.44,-12.69,0.0317,0.562,9.47e-06,0.0879,0.324,146.803,6yQkXEUUwt1N9DuTemKbnJ,251877
2032,0.523,0.439,-9.165,0.027,0.578,0.49,0.558,0.464,131.999,1tgaW3ZnfYWJhPkCZeOJ4O,151283
2033,0.63,0.924,-6.85,0.0429,0.00212,1.76e-06,0.088,0.79,113.312,7ip7Vzve7jSWls50fDri7o,186438
2034,0.331,0.61,-8.138,0.0293,0.00269,0.0548,0.14,0.55,132.746,7wYU1avLwl1Gtkib8OTrZp,209040
2035,0.745,0.353,-10.614,0.0983,0.174,0.00662,0.118,0.598,160.111,0WtDGnWL2KrMCk0mI1Gpwz,326933
2036,0.467,0.304,-12.895,0.0477,0.494,0.0418,0.124,0.187,61.012,1NPW2NXMFicYNlIEoQRrht,220547
2037,0.306,0.664,-6.07,0.0276,0.432,7.5e-06,0.135,0.321,158.283,79EkGysjP2dL5GdpeQjRxT,242010
2038,0.566,0.971,-2.803,0.0687,3.24e-05,0.26,0.0965,0.326,103.935,7JgpAWXyaBLH0ub4EHfNka,209600
